DATASET: mu1979.tsp
23045.8 58654.7
23046.9 58661.1
23047.5 58688.1
23040.8 58701.7
22983.3 58566.7
22966.7 58566.7
22966.7 58550
22983.3 58550
22981.1 58535.6
22978.6 58521.7
22987.5 58510.8
22896.4 58420.6
22986.9 58472.2
22995.6 58473.9
23046.1 58514.7
23112.5 58516.1
23115.6 58513.1
23114.4 58476.4
23123.6 58463.3
23101.7 58454.4
23140.3 58413.9
23137.2 58401.4
23135 58396.9
23121.1 58361.4
23107.2 58353.3
23105.8 58306.9
23107.8 58305.3
23119.2 58318.1
23125.3 58314.2
23152.8 58314.4
23181.4 58318.9
23233.3 58233.3
23239.7 58234.2
23261.9 58230.6
23296.4 58225.3
23300 58216.7
23323.9 58225.8
23331.7 58226.1
23373.6 58143.3
23330.6 58122.5
23251.1 58090.3
23251.1 58101.1
23236.9 58118.3
23219.4 58138.1
23210 58083.1
23217.2 58077.2
23227.2 58080
23233.6 58079.7
23235.6 58077.5
23229.7 58070.3
23284.2 58040.8
23301.4 58032.2
23305.6 58029.7
23310.6 58023.1
23318.6 58019.2
23316.7 58016.7
23310.8 58018.3
23309.4 58014.4
23313.9 58011.4
23315.8 58008.6
23314.2 58006.1
23312.5 58006.7
23312.8 58004.4
23307.2 58000.3
23311.7 57994.4
23308.9 57992.5
23305.8 57987.5
23301.7 57986.4
23297.2 57981.7
23300 57983.3
23303.9 57981.7
23301.1 57980
23298.1 57977.8
23296.7 57975.3
23293.6 57979.2
23292.2 57975.6
23288.1 57970.6
23279.7 57922.2
23287.8 57920
23324.4 57939.4
23327.2 57950.6
23373.1 57972.8
23351.7 58016.9
23355.8 58038.3
23366.7 58050
23356.1 58047.8
23311.4 58041.7
23302.8 58042.8
23298.6 58061.7
23307.8 58060.8
23316.1 58074.4
23344.2 58093.1
23374.4 58088.9
23386.9 58100.3
23370 58109.4
23398.6 58137.8
23406.4 58126.4
23412.5 58131.1
23416.4 58135.6
23417.5 58146.9
23430 58131.1
23444.2 58127.8
23433.9 58117.8
23416.7 58100
23412.2 58090
23425.6 58095
23443.6 58097.8
23450.8 58112.8
23456.1 58103.1
23467.5 58101.4
23487.8 58104.4
23479.7 58085
23490.6 58045.3
23492.8 58042.2
23550.3 58022.2
23575.3 58032.2
23595 57993.1
23652.5 57893.9
23712.5 57834.2
23711.7 57802.2
23715.8 57783.1
23718.6 57760.3
23733.3 57750
23727.5 57744.2
23740.6 57734.7
23739.7 57680.8
23746.9 57620.3
23708.9 57605.3
23749.7 57564.4
23766.7 57550
23790.6 57537.2
23784.7 57522.2
23796.7 57502.5
23796.1 57495.8
23803.1 57490.8
23802.2 57476.9
23802.5 57399.2
23825.3 57413.1
23850 57400
23844.4 57382.2
23829.7 57355.6
23833.6 57355
23858.6 57338.1
23883.3 57300
23881.1 57263.6
23895.3 57236.1
23805.3 57141.7
23796.9 57159.2
23779.7 57148.3
23762.2 57114.7
23791.4 57111.1
23820.3 57120
23838.9 57097.8
23918.1 57021.1
24004.2 56976.9
24074.4 56945.8
24136.7 56878.6
24157.2 56838.9
24117.2 56800
24180.3 56815
24215.8 56827.5
24222.2 56831.7
24235.8 56825.3
24272.5 56814.2
24306.4 56790.3
24334.7 56770
24346.7 56760.8
24354.7 56754.2
24368.9 56743.9
24376.4 56738.1
24395.6 56725.3
24411.1 56704.7
24415.6 56701.4
24416.7 56700
24422.2 56691.9
24434.2 56678.1
24440.3 56672.8
24456.4 56653.6
24444.2 56648.6
24435.6 56646.4
24446.1 56633.1
24469.2 56603.6
24450 56566.7
24479.2 56595
24492.2 56586.7
24495.6 56588.6
24498.9 56577.8
24525 56597.2
24516.7 56566.7
24536.1 56565.6
24540.3 56564.7
24550 56566.7
24577.5 56560.3
24582.8 56556.4
24590.8 56550
24595.6 56547.2
24605.3 56541.7
24612.5 56537.8
24623.9 56522.8
24632.2 56528.1
24636.1 56526.1
24642.5 56521.7
24656.7 56515.3
24659.7 56512.8
24671.7 56505.3
24659.2 56494.2
24669.7 56488.1
24694.4 56467.8
24714.4 56457.5
24725 56455.3
24743.3 56465.8
24750 56466.7
24752.5 56456.1
24795.8 56447.2
24808.9 56438.9
24825.8 56433.3
24841.7 56417.2
24854.4 56403.3
24880.3 56408.1
24931.9 56385
24975.8 56365.6
25616.4 56233.9
25618.9 56246.1
25635.6 56265.6
25655.6 56268.6
25656.4 56262.2
25674.4 56264.2
25700.8 56273.1
25742.2 56287.2
25757.5 56319.4
25785.8 56333.1
25809.4 56359.4
25838.9 56341.7
25843.1 56326.7
25889.4 56345.8
25858.6 56367.2
25860.3 56371.7
25861.7 56377.5
25932.8 56408.6
25941.7 56425.3
25944.2 56413.3
25969.7 56400.3
25977.2 56330
26028.3 56360.8
26023.9 56385.3
26017.5 56393.1
26013.9 56406.4
26032.8 56387.5
26039.4 56388.3
26050 56377.2
26051.9 56378.9
26056.1 56368.1
26040 56360.3
26032.8 56352.5
26039.2 56345
26045 56329.2
26048.9 56296.7
26064.4 56305.6
26082.8 56288.6
26105.3 56298.9
26085.6 56264.7
26055.3 56270.8
26034.2 56279.4
26008.3 56274.7
26004.4 56267.5
26016.7 56245
26018.6 56220
26026.1 56227.5
26031.9 56228.1
26048.6 56219.7
26045 56247.2
26065.8 56241.7
26093.9 56226.7
26093.6 56230.8
26096.1 56239.2
26095 56259.4
26118.1 56260.8
26134.4 56240.3
26131.4 56231.4
26130.6 56230.6
26129.4 56229.7
26139.4 56218.3
26130.3 56203.6
26129.7 56188.9
26126.1 56187.5
26115.6 56186.4
26120.3 56183.1
26120.8 56183.1
26127.2 56183.9
26136.7 56188.3
26134.7 56193.6
26158.6 56202.8
26151.4 56223.9
26161.4 56246.1
26153.6 56261.7
26148.6 56270.6
26151.7 56276.7
26165.3 56277.8
26145.3 56286.7
26146.4 56291.1
26149.2 56305.8
26160.8 56328.1
26165 56335.8
26151.9 56327.8
26129.4 56315.3
26124.4 56313.6
26119.2 56336.1
26105.8 56331.7
26097.8 56329.4
26083.3 56332.2
26085.6 56337.8
26082.8 56343.6
26077.5 56343.3
26093.9 56365.3
26086.9 56379.4
26092.8 56399.7
26083.1 56410.3
26085.3 56438.3
26155.8 56418.3
26161.9 56437.5
26195.6 56474.2
26218.1 56458.6
26203.3 56441.4
26195 56435.3
26187.8 56418.1
26208.1 56418.9
26231.7 56410
26242.8 56383.1
26260.3 56393.6
26283.3 56395
26293.3 56419.2
26310.8 56413.3
26309.4 56417.8
26310.8 56440.8
26312.2 56450
26317.2 56500.8
26336.9 56410.8
26343.6 56379.7
26371.4 56358.6
26333.3 56367.8
26310.6 56357.2
26280.6 56357.2
26275.3 56369.7
26252.2 56374.4
26247.8 56368.9
26250.3 56351.4
26239.7 56317.5
26219.7 56340
26198.3 56373.1
26189.4 56358.9
26184.4 56327.5
26180.6 56316.9
26183.3 56300
26197.8 56285
26207.5 56275.3
26196.4 56279.4
26189.2 56279.2
26179.2 56275.6
26174.2 56276.4
26177.5 56268.6
26179.2 56256.1
26197.8 56257.8
26191.7 56243.6
26209.2 56219.4
26228.1 56215.3
26231.9 56205.6
26217.5 56185.8
26208.9 56212.8
26201.7 56215.3
26192.2 56223.3
26176.4 56226.9
26167.5 56231.4
26177.8 56216.1
26170.6 56209.4
26171.1 56207.8
26172.5 56179.7
26162.2 56170.3
26143.1 56152.8
26125.6 56132.8
26109.2 56128.1
26071.1 56109.7
26099.4 56145.8
26101.7 56149.7
26106.9 56150.6
26105.6 56156.9
26093.3 56182.2
26093.3 56175.3
26091.1 56170.3
26089.7 56168.3
26081.4 56166.4
26072.5 56164.7
26069.4 56155.6
26058.6 56172.2
26077.5 56189.7
26077.8 56192.2
26081.7 56187.2
26089.7 56184.7
26096.9 56195.3
26102.8 56210
26092.8 56211.4
26093.9 56202.2
26089.7 56204.4
26074.2 56215
26069.7 56207.2
26048.6 56195.3
26035.3 56197.8
26030.3 56209.4
26009.7 56217.2
26010 56205.8
26008.1 56204.7
25934.7 56198.3
25899.7 56183.9
25878.3 56178.1
25875.8 56173.1
25848.3 56171.7
25863.1 56218.6
25843.9 56248.6
25857.8 56286.1
25822.8 56286.4
25813.9 56305.6
25815.8 56311.9
25811.4 56316.9
25775 56280.3
25770.6 56275.6
25777.5 56244.4
25790.6 56247.2
25809.4 56248.9
25810.6 56241.4
25791.9 56219.2
25793.9 56205.8
25770.6 56216.1
25768.3 56196.9
25778.3 56196.1
25793.3 56148.3
25783.6 56150.6
25776.4 56151.7
25766.7 56150
25753.1 56172.5
25719.7 56206.9
25718.1 56226.7
25698.6 56208.1
25679.4 56188.6
25672.8 56176.9
25665.8 56166.4
25663.9 56171.1
25657.2 56187.8
25653.1 56179.2
25649.7 56177.2
25646.1 56164.4
25641.9 56165.8
25636.4 56166.9
24908.1 56298.9
24870.3 56325.3
24800 56233.3
24767.2 56220.3
24777.8 56289.7
24701.4 56288.1
24633.1 56287.8
24694.4 56163.6
24723.6 56181.9
24751.7 56178.9
24758.3 56173.6
24760.6 56172.5
24762.8 56168.9
24794.7 56011.1
24666.7 55929.2
24564.4 55985.3
24555.6 55843.1
24449.4 55909.7
24500.3 55970.6
24500.3 55990
24550 55983.3
24573.3 56016.9
24617.2 56026.9
24621.9 56019.4
24666.9 56050.3
24629.2 56077.2
24656.7 56115.6
24553.1 56151.9
24548.9 56105.3
24548.9 56101.4
24533.3 56083.3
24483.3 56066.7
24466.7 56066.7
24433.3 56050
24400 56033.3
24383.3 56033.3
24383.3 56050
24366.7 56033.3
24356.7 55997.8
24399.4 55969.7
24371.4 55924.4
24251.9 55848.1
24250 55783.9
24255.8 55772.2
24249.2 55758.9
24250 55750
24238.6 55767.8
23987.8 55823.9
23979.7 55836.1
23973.9 55843.6
23972.5 55828.9
23947.5 55819.7
23748.1 55550.6
23725.6 55528.9
23718.3 55506.9
23606.1 55931.1
23607.2 55958.6
23612.5 55969.7
23667.2 56241.9
23687.2 56255.6
23696.4 56265.3
23700 56266.7
23751.4 56228.9
23752.2 56213.9
23846.7 56189.7
23932.5 56195
23924.2 56233.6
DATASET: tz6117.tsp
5633.33 30616.7
5666.67 30650
5683.33 30683.3
5700 30683.3
5633.33 30783.3
5716.67 30783.3
5850 30850
5783.33 31150
5750 31150
5800 31300
5800 31383.3
5816.67 31466.7
5816.67 31650
5783.33 31666.7
5783.33 31700
5750 31716.7
5750 31750
5716.67 31833.3
5750 32050
5850 32116.7
6033.33 32150
6133.33 32100
6150 32183.3
6466.67 32216.7
6666.67 32133.3
6716.67 32066.7
6733.33 32050
6816.67 32150
6783.33 32466.7
6566.67 32450
6450 32566.7
6383.33 32700
6366.67 32400
6366.67 32366.7
6300 32350
6233.33 32416.7
6083.33 32450
6033.33 32383.3
5783.33 32433.3
5800 32683.3
5783.33 32733.3
5716.67 32800
5666.67 32816.7
5666.67 32750
5650 32750
5633.33 32766.7
5600 32750
5583.33 32750
5633.33 32650
5633.33 32633.3
5550 32716.7
5500 32683.3
5266.67 32716.7
5216.67 32650
5150 32650
5150 32666.7
5166.67 32750
5133.33 32866.7
5100 32816.7
5066.67 32800
5066.67 32733.3
5016.67 32800
4900 32733.3
4850 32716.7
4833.33 32766.7
4866.67 32766.7
4916.67 32833.3
4950 32833.3
5050 32900
4983.33 32966.7
4883.33 32950
4866.67 32933.3
4883.33 33016.7
4900 33100
4850 33183.3
4800 33100
4750 33116.7
4550 33050
4550 32683.3
4500 32716.7
4233.33 32883.3
4166.67 33016.7
4183.33 33050
4200 33083.3
4283.33 32983.3
4300 32966.7
4350 33033.3
4333.33 33050
4300 33050
4333.33 33150
4316.67 33166.7
4400 33250
4366.67 33233.3
4283.33 33200
4266.67 33150
4250 33116.7
4150 33183.3
4216.67 33183.3
4233.33 33216.7
4233.33 33233.3
4200 33300
4216.67 33350
4200 33400
4166.67 33350
4133.33 33366.7
4033.33 33350
3966.67 33133.3
3966.67 33083.3
4033.33 33116.7
4066.67 33100
4050 33066.7
4033.33 33016.7
4050 33000
3950 32883.3
3866.67 32850
3900 32933.3
3916.67 33050
3883.33 33050
3883.33 33033.3
3816.67 32983.3
3800 33000
3766.67 32966.7
3733.33 33033.3
3783.33 33066.7
3766.67 33066.7
3666.67 33066.7
3716.67 33116.7
3733.33 33183.3
3766.67 33183.3
3750 33133.3
3766.67 33133.3
3816.67 33083.3
3850 33100
3866.67 33116.7
3883.33 33200
3866.67 33200
3850 33233.3
3833.33 33283.3
3866.67 33316.7
3816.67 33333.3
3800 33350
3783.33 33283.3
3733.33 33316.7
3700 33400
3666.67 33433.3
3633.33 33500
3600 33466.7
3550 33400
3600 33366.7
3700 33250
3683.33 33216.7
3666.67 33216.7
3550 33266.7
3550 33283.3
3550 33300
3400 33300
3366.67 33383.3
3266.67 33333.3
3166.67 33250
3100 33266.7
3033.33 33250
3083.33 33350
3116.67 33433.3
3133.33 33516.7
3133.33 33533.3
3233.33 33516.7
3316.67 33516.7
3333.33 33516.7
3350 33533.3
3366.67 33533.3
3416.67 33516.7
3516.67 33516.7
3600 33533.3
3550 33600
3566.67 33616.7
3650 33666.7
3683.33 33666.7
3700 33750
3600 33733.3
3600 33750
3616.67 33833.3
3616.67 33866.7
3616.67 33933.3
3666.67 33933.3
3683.33 33916.7
3683.33 33900
3700 33900
3733.33 33833.3
3750 33850
3750 33883.3
3733.33 33933.3
3700 33933.3
3666.67 33966.7
3650 33966.7
3650 33950
3633.33 33950
3600 33983.3
3566.67 33950
3450 33950
3466.67 33916.7
3450 33833.3
3350 33900
3366.67 33950
3350 34000
3400 34066.7
3400 34100
3450 34100
3550 34100
3633.33 34066.7
3850 34200
3950 34283.3
4016.67 34350
4000 34433.3
4000 34450
4100 34466.7
4133.33 34550
4200 34650
4183.33 34700
4250 34766.7
4216.67 34750
4183.33 34750
4150 34750
4066.67 34783.3
4083.33 34716.7
4083.33 34700
4050 34700
4116.67 34633.3
4083.33 34633.3
4050 34583.3
3866.67 34716.7
3800 34733.3
3400 34516.7
3383.33 34466.7
3300 34316.7
3283.33 34683.3
3333.33 35033.3
3033.33 35050
3000 35083.3
3183.33 35166.7
3416.67 35433.3
3650 35600
3600 35600
3500 35616.7
3333.33 35666.7
3350 35550
3250 35516.7
3083.33 35666.7
3000 35666.7
2983.33 35950
3250 35800
3350 35850
3600 35933.3
3550 36100
3766.67 36416.7
3866.67 36433.3
3683.33 35950
3766.67 35833.3
3833.33 35700
3766.67 35550
3850 35533.3
3866.67 35533.3
3916.67 35483.3
4000 35566.7
3950 35600
3916.67 35583.3
3866.67 35700
3883.33 35800
3933.33 35800
4000 35766.7
4016.67 35766.7
4166.67 35850
4266.67 35850
4233.33 35750
4216.67 35750
4233.33 35700
4116.67 35633.3
4083.33 35550
4216.67 35550
4300 35650
4350 35733.3
4450 35733.3
4466.67 35833.3
4350 35833.3
4350 35900
4533.33 36050
4750 36050
4800 36083.3
4833.33 36066.7
4850 36050
4800 35966.7
4783.33 35966.7
4766.67 35933.3
4716.67 35916.7
4683.33 35866.7
4650 35850
4733.33 35833.3
4683.33 35800
4600 35800
4583.33 35750
4533.33 35666.7
4416.67 35516.7
4366.67 35550
4266.67 35466.7
4233.33 35416.7
4200 35350
4166.67 35383.3
4150 35416.7
4066.67 35383.3
4000 35350
3850 35150
4150 35083.3
4483.33 34983.3
4366.67 35083.3
4300 35133.3
4250 35350
4266.67 35383.3
4400 35450
4466.67 35450
4516.67 35383.3
4616.67 35116.7
4750 35083.3
4850 35183.3
4866.67 35366.7
4933.33 35333.3
4966.67 35333.3
4966.67 35216.7
4983.33 35216.7
5100 35183.3
5116.67 35216.7
5166.67 35216.7
5183.33 35233.3
5216.67 35033.3
5233.33 35016.7
5200 34950
5233.33 34916.7
5166.67 34883.3
5150 34850
5150 34883.3
5133.33 34983.3
5100 34966.7
5050 35033.3
4950 35033.3
4900 35066.7
4850 35100
4833.33 34983.3
4700 34950
4700 34866.7
4666.67 34866.7
4583.33 34850
4550 34850
4533.33 34900
4483.33 34933.3
4416.67 34883.3
4433.33 34850
4350 34750
4400 34666.7
4350 34683.3
4300 34700
4233.33 34666.7
4233.33 34600
4283.33 34600
4333.33 34566.7
4450 34616.7
4516.67 34700
4550 34550
4566.67 34633.3
4583.33 34633.3
4766.67 34750
4750 34800
4750 34850
4816.67 34833.3
4816.67 34750
4900 34733.3
4866.67 34716.7
4833.33 34716.7
4800 34666.7
4816.67 34583.3
4800 34583.3
4750 34533.3
4700 34600
4683.33 34566.7
4716.67 34550
4683.33 34450
4633.33 34416.7
4650 34383.3
4633.33 34366.7
4600 34350
4650 34333.3
4733.33 34433.3
4916.67 34483.3
4933.33 34416.7
4766.67 34333.3
4833.33 34216.7
4916.67 34033.3
5000 34016.7
5133.33 34166.7
5200 34150
5183.33 34116.7
5150 34050
5150 34033.3
5250 33950
4966.67 33916.7
4833.33 33766.7
4666.67 33916.7
4666.67 34033.3
4766.67 34083.3
4733.33 34100
4683.33 34250
4650 34200
4550 34200
4516.67 34183.3
4433.33 34216.7
4366.67 34200
4350 34183.3
4333.33 34266.7
4350 34266.7
4383.33 34333.3
4350 34350
4350 34416.7
4400 34400
4433.33 34483.3
4400 34516.7
4366.67 34483.3
4350 34466.7
4300 34450
4250 34483.3
4200 34433.3
4116.67 34333.3
4200 34366.7
4266.67 34366.7
4266.67 34316.7
4216.67 34250
4200 34216.7
4250 34200
4183.33 34083.3
4266.67 34166.7
4333.33 34166.7
4383.33 34150
4416.67 33983.3
4333.33 33916.7
4283.33 33883.3
4250 33900
3983.33 34066.7
3933.33 33983.3
3866.67 33966.7
3916.67 33800
3916.67 33716.7
3833.33 33700
3766.67 33683.3
3750 33683.3
3683.33 33650
3700 33616.7
3683.33 33566.7
3716.67 33483.3
3733.33 33483.3
3800 33533.3
3900 33633.3
3933.33 33633.3
4000 33700
4166.67 33466.7
4166.67 33450
4216.67 33483.3
4233.33 33466.7
4216.67 33450
4250 33416.7
4250 33400
4300 33400
4333.33 33483.3
4350 33400
4383.33 33416.7
4466.67 33300
4500 33200
4533.33 33266.7
4583.33 33250
4616.67 33366.7
4500 33433.3
4466.67 33516.7
4483.33 33550
4666.67 33450
4816.67 33533.3
4916.67 33500
4833.33 33483.3
4800 33416.7
4750 33300
4766.67 33266.7
4800 33266.7
4850 33333.3
4916.67 33300
5116.67 33400
5250 33366.7
5166.67 33133.3
5233.33 33000
5250 33033.3
5333.33 33133.3
5416.67 33033.3
5383.33 32833.3
5416.67 32833.3
5483.33 32833.3
5566.67 32883.3
5633.33 32883.3
5816.67 33050
5800 32850
5800 32800
5933.33 32800
5950 32833.3
5983.33 32833.3
6116.67 33116.7
5850 33366.7
5466.67 33633.3
5333.33 33550
5300 33733.3
5500 33833.3
5516.67 33833.3
5750 34083.3
5883.33 34183.3
5850 34366.7
5933.33 34350
6033.33 34316.7
6066.67 34150
5933.33 34166.7
5950 34133.3
5983.33 34116.7
6000 34083.3
6000 33916.7
6100 33950
6166.67 33900
6183.33 33900
6283.33 33850
6366.67 33783.3
6400 33933.3
6366.67 34100
6383.33 34133.3
6300 34116.7
6200 34100
6216.67 34250
6316.67 34416.7
6300 34500
6166.67 34466.7
6033.33 34450
5966.67 34516.7
5866.67 34583.3
5833.33 34700
5750 34666.7
5750 34833.3
5633.33 34800
5683.33 34716.7
5650 34700
5716.67 34550
5750 34500
5700 34483.3
5633.33 34516.7
5566.67 34583.3
5516.67 34316.7
5400 34250
5316.67 34400
5333.33 34550
5233.33 34450
5100 34383.3
5066.67 34416.7
5150 34583.3
5066.67 34666.7
4966.67 34533.3
4916.67 34616.7
4950 34683.3
5000 34733.3
4966.67 34883.3
5033.33 34816.7
5083.33 34800
5133.33 34766.7
5200 34783.3
5333.33 34783.3
5383.33 34766.7
5416.67 34900
5383.33 34933.3
5450 34983.3
5366.67 35016.7
5416.67 35183.3
5516.67 35216.7
5583.33 35166.7
5566.67 35250
5750 35300
5766.67 35383.3
5916.67 35366.7
5900 35300
5983.33 35316.7
6050 35333.3
5966.67 35166.7
5883.33 35233.3
5833.33 35200
5883.33 35116.7
5866.67 35066.7
5866.67 35050
5766.67 35050
5766.67 35100
5733.33 35116.7
5683.33 35033.3
5716.67 34983.3
5800 34866.7
5850 34950
5933.33 34950
5933.33 34883.3
6000 34933.3
6050 34833.3
6066.67 34850
6100 34916.7
6083.33 34933.3
6050 35016.7
6133.33 35066.7
6250 35066.7
6266.67 35100
6233.33 35183.3
6266.67 35200
6250 35250
6283.33 35216.7
6350 35216.7
6300 35150
6316.67 35083.3
6383.33 35100
6533.33 35283.3
6550 35366.7
6483.33 35350
6433.33 35333.3
6383.33 35500
6416.67 35550
6366.67 35550
6333.33 35550
6300 35583.3
6266.67 35500
6333.33 35450
6250 35333.3
6233.33 35350
6166.67 35433.3
6116.67 35416.7
6100 35483.3
6083.33 35616.7
6116.67 35616.7
6166.67 35633.3
6266.67 35600
6316.67 35750
6350 35850
6416.67 35866.7
6433.33 35783.3
6450 35666.7
6516.67 35650
6666.67 35583.3
6566.67 35850
6483.33 35833.3
6483.33 35933.3
6433.33 35983.3
6333.33 36000
6266.67 36016.7
6250 35916.7
6233.33 35833.3
6200 35733.3
6183.33 35750
6166.67 35883.3
6216.67 35983.3
6133.33 36033.3
6133.33 36100
6033.33 36133.3
6050 36033.3
6050 35983.3
6016.67 35933.3
5950 35916.7
5900 35950
5883.33 35983.3
5866.67 35850
5816.67 35800
5800 35800
5766.67 35766.7
5833.33 35766.7
5916.67 35833.3
5983.33 35733.3
5916.67 35700
5916.67 35683.3
5866.67 35716.7
5816.67 35650
5866.67 35633.3
5916.67 35616.7
5883.33 35566.7
5933.33 35583.3
5966.67 35566.7
5983.33 35633.3
6016.67 35616.7
6016.67 35566.7
6000 35533.3
5966.67 35500
5900 35483.3
5850 35450
5783.33 35500
5766.67 35516.7
5716.67 35550
5666.67 35600
5683.33 35600
5766.67 35633.3
5700 35700
5633.33 35700
5600 35600
5483.33 35633.3
5450 35666.7
5400 35600
5533.33 35433.3
5400 35433.3
5366.67 35366.7
5366.67 35350
5400 35300
5300 35366.7
5283.33 35300
5166.67 35300
5183.33 35333.3
5233.33 35400
5233.33 35433.3
5233.33 35450
5266.67 35516.7
5200 35516.7
5033.33 35583.3
4766.67 35433.3
4900 35616.7
4933.33 35666.7
4850 35766.7
4816.67 35816.7
4900 35816.7
4900 35783.3
4933.33 35800
4966.67 35800
4950 35766.7
5000 35733.3
5050 35766.7
5116.67 35833.3
5033.33 35900
4983.33 35900
5000 35933.3
4950 36033.3
5016.67 36100
5033.33 36050
5100 36016.7
5233.33 35916.7
5233.33 35750
5333.33 35766.7
5433.33 35850
5483.33 35883.3
5516.67 35766.7
5533.33 35716.7
5650 35916.7
5666.67 35950
5616.67 35966.7
5633.33 36016.7
5633.33 36116.7
5583.33 36150
5550 36083.3
5316.67 36083.3
5150 36166.7
5016.67 36200
5166.67 36250
5183.33 36283.3
5366.67 36250
5300 36366.7
5250 36500
5300 36566.7
5316.67 36600
5500 36666.7
5366.67 37200
5266.67 37366.7
5383.33 37433.3
5383.33 37533.3
5433.33 37583.3
5533.33 37566.7
5583.33 37550
5600 37550
5633.33 37600
5666.67 37583.3
5666.67 37550
5700 37550
5683.33 37533.3
5683.33 37500
5700 37433.3
5633.33 37466.7
5616.67 37466.7
5600 37500
5600 37516.7
5533.33 37516.7
5433.33 37450
5466.67 37433.3
5516.67 37400
5583.33 37350
5700 37333.3
5766.67 37400
5900 37450
5833.33 37500
5833.33 37566.7
5816.67 37550
5766.67 37550
5800 37633.3
5800 37666.7
5833.33 37666.7
5850 37683.3
5850 37600
5883.33 37600
5950 37600
5950 37550
6000 37550
6016.67 37633.3
6050 37633.3
6083.33 37583.3
6100 37566.7
6100 37533.3
6150 37600
6166.67 37550
6216.67 37566.7
6266.67 37550
6283.33 37483.3
6333.33 37416.7
6316.67 37383.3
6216.67 37366.7
6150 37400
6116.67 37383.3
6100 37450
6066.67 37433.3
6066.67 37366.7
5916.67 37316.7
5783.33 37183.3
5933.33 37066.7
6000 37100
6000 37200
5983.33 37216.7
6116.67 37200
6233.33 37266.7
6283.33 37183.3
6266.67 37100
6066.67 36966.7
5933.33 36850
5866.67 36850
5950 36683.3
6083.33 36733.3
6100 36916.7
6150 36866.7
6266.67 36866.7
6300 36883.3
6316.67 36833.3
6366.67 36783.3
6450 36750
6533.33 36566.7
6483.33 36516.7
6366.67 36550
6333.33 36616.7
6333.33 36666.7
6283.33 36750
6283.33 36683.3
6266.67 36650
6250 36533.3
6333.33 36500
6350 36483.3
6316.67 36416.7
6366.67 36383.3
6450 36416.7
6350 36300
6300 36333.3
6216.67 36350
6166.67 36350
6200 36416.7
6233.33 36466.7
6183.33 36483.3
5950 36450
5900 36450
5616.67 36416.7
5683.33 36383.3
5766.67 36366.7
5866.67 36283.3
6033.33 36316.7
6133.33 36216.7
6233.33 36166.7
6300 36150
6283.33 36066.7
6383.33 36066.7
6533.33 36133.3
6500 36283.3
6533.33 36316.7
6616.67 36300
6633.33 36383.3
6716.67 36366.7
6750 36316.7
6683.33 36300
6666.67 36150
6716.67 36150
6733.33 36200
6800 36200
6833.33 36250
6866.67 36033.3
6716.67 35950
6733.33 35800
6816.67 35950
7033.33 36000
7116.67 36100
7133.33 36183.3
7100 36216.7
7216.67 36216.7
7216.67 36133.3
7233.33 36116.7
7233.33 36133.3
7300 36166.7
7333.33 36183.3
7350 36166.7
7366.67 36150
7400 36133.3
7466.67 36116.7
7383.33 36083.3
7366.67 36066.7
7316.67 36133.3
7300 36150
7266.67 36133.3
7250 36100
7266.67 36066.7
7300 36000
7333.33 35983.3
7350 35966.7
7350 35950
7366.67 35950
7366.67 35933.3
7400 35933.3
7450 35900
7483.33 35900
7500 35800
7516.67 35683.3
7400 35800
7400 35816.7
7266.67 35883.3
7250 35883.3
7216.67 35983.3
7100 35966.7
7100 35950
6966.67 35850
6883.33 35800
6850 35650
6966.67 35666.7
7050 35700
7116.67 35833.3
7133.33 35733.3
7166.67 35750
7200 35733.3
7183.33 35650
7233.33 35650
7250 35633.3
7266.67 35600
7316.67 35566.7
7300 35516.7
7333.33 35516.7
7366.67 35500
7366.67 35483.3
7383.33 35500
7400 35500
7433.33 35500
7466.67 35516.7
7466.67 35500
7500 35483.3
7516.67 35533.3
7533.33 35500
7616.67 35500
7650 35483.3
7683.33 35400
7516.67 35400
7416.67 35350
7383.33 35316.7
7366.67 35333.3
7316.67 35450
7250 35366.7
7233.33 35400
7200 35416.7
7200 35433.3
7216.67 35483.3
7216.67 35550
7200 35600
7150 35600
7133.33 35616.7
6933.33 35500
6783.33 35533.3
6750 35450
6700 35366.7
6933.33 35383.3
6916.67 35450
6950 35466.7
6966.67 35483.3
6966.67 35450
6983.33 35416.7
7050 35383.3
7050 35250
6983.33 35250
6950 35216.7
6966.67 35133.3
6850 35083.3
6866.67 34933.3
6933.33 34833.3
7066.67 34833.3
7100 34833.3
