DATASET: ca4663.tsp
48466.7 81333.3
48083.3 82100
47433.3 82333.3
48250 82433.3
47900 83183.3
47716.7 83200
47583.3 82766.7
48133.3 82266.7
48516.7 82916.7
49283.3 81633.3
49250 81666.7
49316.7 81033.3
49566.7 81366.7
49133.3 81383.3
49683.3 81516.7
49283.3 81850
49300 82033.3
49350 82150
49416.7 82433.3
49533.3 82866.7
49783.3 83650
49666.7 83516.7
49550 83016.7
49466.7 82683.3
49850 81616.7
49550 81350
50200 81666.7
52750 82000
54366.7 82533.3
53833.3 79016.7
52250 81616.7
51266.7 80650
51250 80600
51966.7 79316.7
52600 78716.7
51483.3 78766.7
49750 77633.3
48716.7 78866.7
48833.3 79366.7
48866.7 79500
48516.7 79216.7
48250 79033.3
48200 79250
48366.7 79416.7
47816.7 79866.7
47633.3 80000
47600 79650
47500 79666.7
47433.3 79633.3
47716.7 79816.7
47800 79816.7
47066.7 79783.3
47283.3 79716.7
47550 79233.3
47183.3 79316.7
47200 79366.7
47333.3 79433.3
47466.7 79433.3
47383.3 79683.3
47333.3 79800
47450 79433.3
46716.7 79100
46216.7 79366.7
46300 79450
46333.3 79416.7
46716.7 79083.3
46766.7 78983.3
46333.3 78833.3
46633.3 79016.7
46266.7 79033.3
46083.3 78883.3
46066.7 79350
45850 79366.7
45983.3 79366.7
46366.7 79933.3
46633.3 80433.3
46433.3 80300
46350 80416.7
46483.3 80533.3
46666.7 80750
46700 80916.7
46566.7 80816.7
46483.3 80850
46383.3 80816.7
46300 80800
46233.3 80866.7
46500 80966.7
46466.7 81066.7
46850 81016.7
46816.7 80950
46516.7 80033.3
46583.3 80183.3
46133.3 80433.3
45883.3 80533.3
46400 80116.7
46450 79883.3
46816.7 79583.3
46900 79633.3
46566.7 79416.7
46250 78283.3
46316.7 78700
45633.3 78816.7
46066.7 79116.7
45950 79600
45916.7 79983.3
45600 80366.7
45316.7 80083.3
45333.3 80033.3
45516.7 80283.3
46033.3 80600
45783.3 80533.3
45883.3 80733.3
46166.7 80700
45633.3 80083.3
45416.7 80100
44766.7 79933.3
44750 79816.7
44683.3 79883.3
44583.3 79866.7
44516.7 79616.7
44716.7 79816.7
45050 79400
45000 79300
45216.7 79333.3
45133.3 79766.7
45300 79933.3
45483.3 79466.7
45666.7 79633.3
45233.3 78883.3
44316.7 79200
44600 79366.7
44650 79266.7
44250 79466.7
44266.7 79550
44300 79366.7
43716.7 79250
44050 79450
43783.3 79416.7
43733.3 79333.3
43800 79416.7
43866.7 79266.7
43083.3 79050
43133.3 79100
42983.3 79250
42800 80066.7
42966.7 79750
43200 79550
43166.7 79466.7
43100 79533.3
43150 79500
43583.3 79716.7
43766.7 80066.7
43550 80250
43683.3 80433.3
43400 80666.7
43566.7 80933.3
43966.7 80733.3
43833.3 80850
44133.3 81150
44533.3 81166.7
44300 81100
43733.3 80966.7
43466.7 80533.3
43450 80500
43400 80350
43283.3 80450
43350 80300
43383.3 80316.7
43433.3 80316.7
43133.3 80266.7
42950 80050
42900 79616.7
42900 78933.3
42883.3 79233.3
43100 79050
43216.7 79216.7
43166.7 79050
43116.7 79200
43250 79066.7
43033.3 79283.3
43166.7 79233.3
43200 79266.7
42866.7 79566.7
43216.7 79750
43266.7 79933.3
43250 79833.3
43333.3 79883.3
43516.7 79883.3
43900 80316.7
43700 80366.7
44316.7 80533.3
44550 80450
44316.7 80650
44633.3 80950
44983.3 81250
44500 81366.7
44433.3 81383.3
44300 81283.3
44166.7 81633.3
44066.7 81583.3
43950 81516.7
44033.3 81116.7
44083.3 81133.3
44150 81033.3
44200 81233.3
43983.3 81283.3
43933.3 81250
43883.3 81300
43466.7 81183.3
43283.3 81250
43516.7 81166.7
43366.7 80983.3
43600 80550
43383.3 80716.7
43483.3 80483.3
43616.7 80583.3
43833.3 80533.3
43916.7 80883.3
44050 80933.3
43566.7 81700
43316.7 81750
43600 81533.3
43550 81383.3
43733.3 81700
43166.7 81683.3
43166.7 81850
43100 82000
42966.7 82400
43000 82400
42950 82116.7
42950 81883.3
42433.3 81883.3
42750 81700
43033.3 81466.7
42983.3 81250
43316.7 80833.3
43033.3 80883.3
42783.3 81183.3
43283.3 81466.7
43300 81550
43433.3 81500
42816.7 81433.3
42600 81600
42566.7 81683.3
42550 81966.7
42400 82183.3
42333.3 82000
42716.7 82483.3
42316.7 82850
42316.7 82983.3
42283.3 83066.7
42316.7 83000
42150 82966.7
42166.7 82816.7
42050 82583.3
41983.3 82933.3
42033.3 82916.7
42100 83100
42333.3 82950
42300 83066.7
42333.3 83033.3
42033.3 82750
41800 82650
42133.3 82750
42316.7 82900
42300 82716.7
42100 82450
41966.7 82533.3
42250 82433.3
42233.3 82550
42816.7 82466.7
42583.3 82166.7
42883.3 82150
42850 82466.7
42583.3 82366.7
42250 81916.7
42950 81616.7
42716.7 81300
42666.7 81216.7
42650 80816.7
42833.3 80300
43066.7 79950
43100 80233.3
42633.3 80450
42866.7 80733.3
42850 80500
42783.3 80200
42933.3 80283.3
43133.3 80750
42700 81083.3
42783.3 80983.3
43333.3 80916.7
43183.3 81400
43116.7 81433.3
43350 81483.3
43333.3 81050
43250 81133.3
43233.3 80550
42983.3 80600
43200 80383.3
43866.7 80000
43916.7 80083.3
44016.7 79800
43633.3 80033.3
43650 79933.3
43516.7 79616.7
43583.3 79533.3
43633.3 79466.7
43683.3 79766.7
43783.3 79933.3
43316.7 79800
43700 79633.3
43783.3 79600
43866.7 79433.3
43866.7 79033.3
43550 79583.3
43533.3 79650
43433.3 79666.7
43700 79566.7
43866.7 79866.7
43883.3 79733.3
43716.7 79566.7
43666.7 79416.7
43600 79500
43716.7 79483.3
43700 79500
43700 79416.7
44250 79583.3
44116.7 79566.7
44000 79466.7
43966.7 79250
44100 78933.3
43783.3 79266.7
43700 79366.7
43933.3 79533.3
43733.3 79250
43850 79016.7
43750 79200
43783.3 79250
43750 79416.7
44100 78633.3
44050 78800
43866.7 78933.3
43900 78683.3
43916.7 78583.3
44300 78550
43900 78866.7
44233.3 79050
44100 79116.7
44533.3 78550
44450 78633.3
44350 79033.3
44416.7 79000
44433.3 79150
44600 79416.7
44500 79466.7
44766.7 79333.3
44550 79183.3
44916.7 79366.7
45016.7 79616.7
45383.3 79783.3
45766.7 79400
45550 78600
44900 78383.3
45066.7 78083.3
45050 77850
44650 77550
45233.3 77933.3
44983.3 77733.3
44533.3 77783.3
44250 77816.7
44483.3 77683.3
44433.3 77883.3
44200 77600
44300 77950
44300 77550
44516.7 77616.7
44433.3 77616.7
44300 77600
44516.7 77483.3
44433.3 77450
44166.7 77383.3
44083.3 77366.7
44100 77583.3
44216.7 77366.7
44750 78083.3
44850 77833.3
44816.7 77616.7
45116.7 77866.7
44383.3 77983.3
44300 78333.3
44550 78333.3
44716.7 78933.3
44600 78933.3
44350 78733.3
44016.7 78966.7
44133.3 78666.7
44016.7 78716.7
43950 78300
44150 78450
44183.3 78566.7
44533.3 78750
44783.3 78650
44650 79033.3
44666.7 78800
44933.3 78733.3
45066.7 78900
45450 79250
45533.3 79316.7
45516.7 79300
45616.7 79416.7
45600 79100
45333.3 79216.7
45033.3 79300
44750 79333.3
44850 79500
44983.3 79566.7
44800 79716.7
44750 79700
44350 79783.3
44383.3 79700
44450 79733.3
44750 79766.7
44750 79900
44566.7 80800
44566.7 80850
44450 80883.3
44183.3 80816.7
44250 80550
44500 80216.7
44166.7 80383.3
44066.7 80200
44316.7 80100
44283.3 79916.7
44150 79866.7
44266.7 79883.3
44316.7 79883.3
44416.7 80083.3
44600 80583.3
44733.3 81133.3
44600 81133.3
45766.7 80550
45983.3 80716.7
46450 81166.7
46633.3 81383.3
46366.7 81316.7
46433.3 81150
46700 81550
46583.3 81200
46250 81766.7
46266.7 81883.3
45733.3 81800
45966.7 81933.3
45900 82250
46050 81783.3
46200 82083.3
46183.3 82333.3
46200 82666.7
45816.7 82583.3
45916.7 83116.7
46200 83150
45900 82833.3
45916.7 82466.7
45250 81666.7
45650 81983.3
45550 82016.7
45166.7 81333.3
46400 81166.7
46566.7 80866.7
46366.7 81516.7
46100 81716.7
47100 81933.3
47250 81466.7
47416.7 81533.3
47650 80166.7
47666.7 80233.3
47683.3 80733.3
48066.7 80016.7
48150 79950
48483.3 80383.3
48000 80650
49066.7 81016.7
48816.7 80816.7
48583.3 81016.7
49183.3 81066.7
48983.3 80716.7
48650 80683.3
48766.7 80666.7
48750 80683.3
48866.7 80850
49016.7 80833.3
48466.7 81200
48466.7 81283.3
47666.7 81716.7
47300 82100
46383.3 82650
46183.3 82950
46233.3 83333.3
46283.3 84033.3
46250 83883.3
46550 84150
46483.3 84066.7
46250 83550
46283.3 83783.3
46783.3 84050
48350 84266.7
48300 84083.3
48150 84033.3
49533.3 83833.3
50416.7 84366.7
50016.7 85216.7
49216.7 84783.3
48583.3 85283.3
50233.3 86950
50183.3 86700
49783.3 86550
50250 87216.7
49666.7 87650
49683.3 87516.7
49366.7 88133.3
49433.3 88116.7
49016.7 88250
49600 87950
50233.3 87666.7
50233.3 88050
50250 87900
51550 87983.3
50316.7 88416.7
50300 88533.3
50283.3 89450
50300 89033.3
49133.3 88333.3
49816.7 89100
49083.3 90283.3
48600 89983.3
49250 90566.7
49416.7 90916.7
50233.3 90716.7
50233.3 90200
50166.7 91450
50166.7 91533.3
50066.7 91750
51466.7 92350
51100 92750
51216.7 92783.3
51266.7 92683.3
49983.3 92300
50083.3 92166.7
50316.7 92283.3
50100 91916.7
49716.7 92600
49783.3 92833.3
50633.3 93166.7
50966.7 93916.7
51033.3 93833.3
51083.3 93833.3
51816.7 94000
52616.7 94066.7
52100 94300
53033.3 93233.3
53266.7 93566.7
52833.3 93633.3
51716.7 91800
52583.3 91533.3
52950 91333.3
54666.7 94133.3
54950 95266.7
53966.7 94766.7
53733.3 93666.7
56066.7 95633.3
56350 94700
57066.7 92583.3
55850 92083.3
57000 92283.3
56816.7 94083.3
57200 94166.7
57933.3 94200
58766.7 94166.7
61116.7 94050
59916.7 94816.7
62183.3 92600
62816.7 92083.3
63333.3 90700
64316.7 96016.7
61933.3 96650
59416.7 97750
59383.3 101333
61133.3 100883
59266.7 105833
59316.7 107183
58050 103550
57883.3 101667
56850 101050
56783.3 98933.3
54783.3 99783.3
54216.7 100600
54583.3 101383
55166.7 102950
56333.3 103233
55750 103167
55416.7 104550
55100 105300
54050 105783
53916.7 106083
53216.7 106067
53016.7 106000
52633.3 105450
52733.3 105450
52483.3 105717
52266.7 105517
52283.3 105667
52433.3 105283
52200 105117
52200 104983
52183.3 104833
51516.7 105017
51783.3 104717
51850 105033
51666.7 105467
51450 105450
51633.3 105017
51550 105467
51233.3 105433
50933.3 105700
50583.3 105583
51066.7 105433
50466.7 104417
50933.3 104500
50566.7 104450
50950 104200
50900 103850
50766.7 103783
51166.7 103500
51700 102750
51583.3 103217
51650 103533
52166.7 103517
52600 103250
52066.7 103250
52083.3 103833
52200 103800
52066.7 104250
52133.3 104533
51766.7 104183
52116.7 105133
52050 105133
52500 104900
52633.3 104883
52866.7 104600
53083.3 104467
52666.7 104533
52416.7 104500
52866.7 104333
53283.3 104017
53200 103800
53150 103467
54100 102817
52900 102483
52466.7 102650
51850 102533
52400 102233
52250 102667
51950 102667
52866.7 102983
52616.7 103383
52866.7 103367
52616.7 103917
53116.7 103650
53366.7 104017
53116.7 104033
53450 104083
53483.3 104333
53483.3 104983
53466.7 105117
53000 105250
52950 105033
53483.3 104667
53000 104300
53550 103417
53283.3 103583
52066.7 102650
52583.3 102967
52666.7 102533
52850 102383
53950 102267
55816.7 100383
56233.3 100567
55733.3 101317
55533.3 102333
55066.7 103067
54666.7 102083
55116.7 101083
54666.7 101783
54750 101850
54766.7 101883
54283.3 101817
52833.3 101850
52850 102200
52816.7 101433
52583.3 101050
52533.3 101067
52100 101267
52383.3 101100
52616.7 100733
52083.3 100800
51783.3 100533
52016.7 100150
52200 100167
51166.7 100283
51516.7 100400
51166.7 100700
51133.3 100483
52083.3 101050
51916.7 101550
51866.7 101917
51516.7 101800
51900 102350
51450 102433
51350 102200
51216.7 101883
51566.7 101900
51150 101750
51316.7 101433
52683.3 101100
53816.7 101233
53700 100300
53166.7 99283.3
54833.3 98250
55316.7 97700
55766.7 96700
55583.3 97150
56250 96100
55750 97866.7
55800 98850
54916.7 98633.3
53700 97883.3
54616.7 97783.3
53966.7 97833.3
52366.7 97033.3
51733.3 96916.7
50550 96633.3
50433.3 96566.7
51100 96300
50150 95883.3
49250 96050
49183.3 95966.7
49100 96266.7
49316.7 96300
49283.3 96150
49083.3 96133.3
49433.3 96383.3
49750 96433.3
50016.7 96316.7
50116.7 96033.3
49883.3 96066.7
50166.7 96233.3
50450 96016.7
50300 95550
49883.3 95416.7
49633.3 95716.7
49950 95966.7
49866.7 95916.7
49666.7 95900
49100 95833.3
49066.7 95966.7
49033.3 95766.7
49033.3 95650
49616.7 95616.7
49850 95550
49733.3 95200
49933.3 94983.3
49766.7 94550
49766.7 94466.7
49983.3 94650
49800 93983.3
48650 93983.3
48866.7 94166.7
48700 94300
49100 94316.7
48933.3 94383.3
48716.7 94566.7
49016.7 95433.3
49616.7 95183.3
49983.3 93616.7
49800 93083.3
49850 93383.3
49783.3 93183.3
49950 93416.7
50016.7 92933.3
49766.7 92700
49616.7 92316.7
48766.7 92616.7
48750 91616.7
48733.3 90933.3
48716.7 90733.3
49050 90466.7
48950 90250
48583.3 89900
48416.7 89616.7
48250 89883.3
48666.7 90250
48750 91200
49416.7 91666.7
49833.3 91333.3
50933.3 91383.3
51133.3 90266.7
51483.3 90150
52950 89883.3
53816.7 89883.3
53933.3 90983.3
52766.7 90783.3
51500 90050
52216.7 87883.3
51616.7 85933.3
55983.3 87650
55250 85200
52916.7 82433.3
49600 83166.7
49616.7 83266.7
49616.7 83333.3
49700 83666.7
48766.7 83600
49066.7 84100
48466.7 84416.7
48250 84533.3
48116.7 84066.7
47950 83783.3
48100 83916.7
48600 83350
47833.3 83400
46333.3 83933.3
46716.7 84133.3
46900 84600
46500 84333.3
47333.3 84550
48483.3 84950
48083.3 84550
48000 84783.3
47950 84916.7
48683.3 85650
49133.3 85800
48650 86283.3
48750 86366.7
48716.7 86383.3
49616.7 86150
49716.7 86966.7
49700 86950
48800 86966.7
48783.3 87100
48900 87683.3
48800 87266.7
48833.3 87516.7
48900 88350
48950 88283.3
48850 88483.3
48566.7 88733.3
48400 89233.3
48333.3 88816.7
48633.3 88766.7
48750 88583.3
48550 88966.7
48533.3 89583.3
48833.3 89916.7
48633.3 90066.7
48650 90433.3
50250 89766.7
51183.3 90216.7
49650 91000
48833.3 91666.7
48733.3 92083.3
48750 92283.3
49700 92500
49816.7 92983.3
48766.7 92833.3
48616.7 93533.3
48616.7 93833.3
48616.7 93416.7
48683.3 93650
48850 93916.7
48800 93983.3
49800 95116.7
50900 95333.3
51016.7 95666.7
50866.7 95250
52050 95483.3
51133.3 96200
51666.7 96833.3
50400 95683.3
50266.7 96050
50350 95966.7
50550 96233.3
49883.3 97000
49350 97050
49000 97200
49350 97366.7
49133.3 97150
49533.3 97366.7
49066.7 97016.7
49916.7 97183.3
50066.7 96516.7
50700 96550
51000 97000
50633.3 97000
50566.7 97000
50383.3 97266.7
50566.7 97216.7
50683.3 97533.3
50866.7 98100
50500 98033.3
50183.3 98316.7
50383.3 98666.7
50600 98733.3
51433.3 98800
51283.3 98416.7
51600 98700
51183.3 98333.3
51200 97566.7
51383.3 97483.3
50783.3 97566.7
50900 97216.7
50966.7 98183.3
50200 97666.7
50500 97500
49950 97100
49916.7 97083.3
49833.3 97216.7
49900 97250
49816.7 97133.3
49933.3 97116.7
50133.3 97316.7
50066.7 97450
49900 97100
50066.7 97216.7
49666.7 96666.7
50083.3 96666.7
50150 96883.3
49866.7 96466.7
49650 96450
49083.3 96700
49716.7 96733.3
49516.7 96683.3
49500 97050
49683.3 97266.7
49600 97316.7
49883.3 97166.7
50083.3 97866.7
49516.7 97700
49500 98000
49183.3 97766.7
49183.3 98100
49400 98800
49366.7 99116.7
49216.7 99333.3
49083.3 99333.3
49550 99083.3
49866.7 99350
50383.3 99083.3
50700 98866.7
50800 98983.3
50233.3 99450
49200 98900
49416.7 99450
49183.3 99666.7
49383.3 99233.3
49133.3 98950
49133.3 99466.7
49883.3 99700
50150 99450
50133.3 99100
50366.7 99466.7
49583.3 99450
49550 99283.3
49966.7 98766.7
49950 98933.3
49900 99066.7
50233.3 98950
50133.3 98566.7
49966.7 98300
50066.7 98450
49533.3 98550
49233.3 98533.3
49633.3 98700
49366.7 98250
49000 97550
49183.3 97933.3
49366.7 97950
49200 97550
49100 97566.7
49666.7 98000
50416.7 97950
51316.7 98350
51766.7 98616.7
51950 99600
51366.7 99116.7
51316.7 99500
50683.3 99466.7
50783.3 99483.3
51050 99533.3
51383.3 99600
51650 99916.7
51050 99783.3
51150 100050
50400 100400
50566.7 100583
50533.3 100317
50266.7 101033
49716.7 100967
49833.3 101533
50016.7 101367
50600 101683
50450 101300
50066.7 101517
49733.3 101783
49883.3 101833
49966.7 101967
49783.3 101667
49733.3 101233
49183.3 101250
49166.7 101450
49383.3 101717
49216.7 102167
49200 102417
49266.7 102283
49683.3 103017
50416.7 102917
50533.3 103667
50100 103867
49816.7 104150
49633.3 104467
49133.3 104183
49466.7 104283
49633.3 104217
49400 103700
49916.7 104367
50450 104617
50100 104317
50050 104633
49716.7 104600
50416.7 104600
50750 104867
51066.7 104950
50983.3 104850
50650 104867
50183.3 104900
50016.7 105067
50366.7 105383
50400 105150
49916.7 104950
49400 105117
49566.7 104917
49083.3 104467
49166.7 104583
49166.7 104600
49066.7 105383
49183.3 105600
49550 105050
49450 104600
49616.7 104750
49100 105167
49300 105417
49483.3 106017
49183.3 105950
49400 105633
49516.7 105617
49466.7 106350
49616.7 105983
49416.7 106683
49366.7 106383
49100 106367
49700 106567
49650 106267
49816.7 105617
49950 105400
50166.7 105267
50433.3 104817
50300 105133
50800 104917
50866.7 105250
50850 105567
50700 105217
51316.7 105000
52400 104983
52900 104783
52866.7 104467
52983.3 103800
52850 103717
52716.7 103633
52366.7 103833
51950 103800
51550 103967
52016.7 104067
51750 104533
51400 104733
51416.7 105017
51400 104533
51266.7 103733
50533.3 103867
50483.3 103433
50416.7 103267
50800 103550
50733.3 103200
51200 102800
51216.7 102250
51216.7 102000
51300 102433
51216.7 102467
51550 102433
51633.3 102433
51200 102100
50933.3 102033
51033.3 102167
51433.3 102917
51350 103233
50933.3 102800
50716.7 103000
50383.3 102567
50333.3 102250
49833.3 102283
50650 102083
50616.7 101283
50750 101433
50666.7 100817
50433.3 101050
50183.3 100600
49983.3 100533
49233.3 100050
49433.3 100267
49216.7 99883.3
49516.7 99683.3
49400 99633.3
49400 100017
49766.7 100467
49816.7 100300
49966.7 100100
50116.7 100033
50033.3 100217
50250 99833.3
50650 99966.7
50350 100200
50433.3 100583
50133.3 100767
50133.3 101033
49966.7 101250
49916.7 101083
49850 100933
49950 100750
49550 100950
49266.7 100983
49383.3 100667
49183.3 100500
49483.3 100517
49833.3 99950
49616.7 100250
49866.7 99916.7
49966.7 99950
49833.3 100133
49100 100600
49383.3 100967
49083.3 100983
49100 100800
49550 101083
49766.7 100633
49250 100750
49316.7 100850
49166.7 101783
49566.7 101700
49383.3 101867
49050 101167
49000 102267
49000 102550
49633.3 102267
49633.3 102483
49600 102083
50016.7 102350
50250 101967
50833.3 101700
51216.7 101150
51233.3 101350
50950 101233
50783.3 101283
50383.3 101700
50150 101667
49900 102017
50050 102283
50100 102633
50150 102933
49850 102950
49666.7 103433
49783.3 103667
49666.7 103850
49883.3 103867
49883.3 103433
49633.3 102667
49316.7 103250
49133.3 103483
49133.3 103317
49150 103000
49150 102800
49383.3 102750
50216.7 103450
49400 103400
49183.3 103667
49250 103817
49133.3 103800
49366.7 104067
49733.3 104950
49933.3 105700
49833.3 106033
49866.7 106217
50266.7 105883
50400 105550
50683.3 105883
51266.7 105967
51166.7 105933
50450 105817
50633.3 106033
50450 106267
49883.3 106550
50133.3 106383
50116.7 106983
50433.3 107217
50116.7 107733
49950 108100
50183.3 107817
50283.3 107767
50500 107767
49750 107483
50583.3 107350
50450 106900
50600 107017
50750 106400
50466.7 106667
50016.7 106733
50200 106000
50283.3 105617
50100 105700
49933.3 105967
50400 105717
50450 106067
50800 106150
50616.7 106700
50916.7 106850
51200 106867
51100 106983
50983.3 107133
50983.3 106550
52133.3 107050
52100 107000
51800 107417
52116.7 107217
52333.3 106783
52133.3 106600
51483.3 106933
51416.7 106600
51500 106283
51366.7 106133
51116.7 106600
51266.7 107017
51800 106500
52000 106983
52316.7 106567
52816.7 106500
52650 106333
52500 106417
52016.7 106217
52133.3 106667
52116.7 106633
52616.7 106650
52366.7 106967
52783.3 107067
52466.7 107400
52933.3 106783
52916.7 106400
53433.3 106733
53266.7 106700
53350 107333
53300 107050
53300 106967
53683.3 107700
53633.3 107550
53783.3 107750
53083.3 107667
53133.3 107767
53366.7 107817
53550 107867
53366.7 107517
53216.7 108000
53366.7 108050
54266.7 107783
55167.5 108153
55098.1 108323
55148.6 108127
55097.2 108343
55433.3 107900
55854.2 108484
55988.1 109096
56483.3 109633
56483.3 109433
55927.5 108939
55882.2 108952
56983.3 107283
57366.7 106833
55783.3 106217
54666.7 107117
55150 107617
54078.3 108253
54035.3 108733
54216.4 108052
54399.7 109226
54296.9 109227
54035.6 109475
54025.3 109161
54129.7 108435
53600 107383
53650 106983
53516.7 107133
53516.7 106867
53833.3 107033
53750 106967
53366.7 106600
53016.7 105800
52916.7 105800
52783.3 105733
52783.3 105917
52866.7 105783
53200 105750
52650 105733
52783.3 105083
52866.7 105400
52983.3 105433
53450 105367
53500 105567
53416.7 105533
53400 105617
53083.3 106067
53533.3 106317
53216.7 106400
52800 106217
52716.7 106583
52833.3 106883
52316.7 106283
52316.7 106100
51900 106067
51966.7 105867
52100 105750
52516.7 106017
51900 105450
51950 105633
51766.7 105750
51616.7 106433
51500 107050
51883.3 107600
52050 107983
52200 108450
52366.7 108217
52116.7 108133
52250 107500
52383.3 107667
51800 107850
51966.7 108367
52066.7 108700
51483.3 108400
51500 108250
51633.3 108350
51700 108483
51550 107983
51466.7 109133
51466.7 108850
51916.7 109133
51700 109233
51800 108833
51216.7 109500
50883.3 109550
50850 109117
50466.7 109483
50966.7 110017
50416.7 109883
50333.3 110083
50033.3 109833
50216.7 109617
49950 110033
49950 110267
49966.7 110583
49400 110700
49066.7 110450
49200 110867
49483.3 111100
49866.7 110900
50216.7 111167
50283.3 111350
50250 111183
50083.3 110783
50033.3 110683
50800 110683
50816.7 110467
51533.3 111200
51583.3 111517
51850 111617
51783.3 111083
52016.7 111117
52733.3 111550
52083.3 111450
52516.7 111917
52666.7 112200
52283.3 112150
52150 111733
52216.7 111900
51766.7 112000
51866.7 111983
51966.7 112150
51633.3 111917
52216.7 112417
52300 112350
52783.3 112450
52583.3 112567
52866.7 112250
52450 112567
52266.7 112733
51850 112850
52133.3 112750
52033.3 112750
52050 112467
51500 113333
51650 113550
51700 113267
51383.3 113533
50916.7 114067
50950 113917
51033.3 113967
51216.7 113650
52133.3 113867
51800 113600
51666.7 114133
52033.3 113950
52300 114083
52466.7 114050
52300 114283
52383.3 113800
52266.7 113800
52466.7 113733
52833.3 113450
52683.3 113567
52966.7 113383
53083.3 113467
53000 113050
52583.3 112967
52400 113183
52333.3 112683
51833.3 113233
51866.7 113600
51316.7 113617
51016.7 113533
51433.3 114033
51700 114633
51916.7 114033
51783.3 114100
51816.7 114367
52083.3 114750
52366.7 114917
52383.3 114600
52416.7 115283
52366.7 115067
52633.3 114217
52850 114367
53200 114183
52966.7 114433
53516.7 114967
53566.7 114717
53616.7 115450
53216.7 114983
53116.7 114483
52750 114283
53516.7 114333
53883.3 114900
53916.7 115033
54133.3 115683
